,text,date,name,profile_link,helpful_votes,reviews_count,hearts,idea_lists,rank
152,"I purchased and received an AT&T compatible iPhone 7 in black 2 days ago, and it appeared to be working just fine during setup. Not the case... at the end of the activation process, the phone needed me to update to ios 13.2.2 before it would transfer any of my data, contacts, messages, etc. or even read the SIM card. After the update installed, the phone restarted and went to a black back-lit screen just after the apple logo appeared. I tried to do a forced reset (holding power button and volume down button for several seconds) and the same thing kept happening over and over. Apple logo popped up for a second...and then back to black screen. I dealt with Amazon troubleshooting customer service as well as Apple and I was told to just return it...so NOW I'm going to have to RETURN this item with NO ABILITY TO WIPE MY DATA FROM IT because before the black screen of death appeared, the phone had me log into my itunes account to restore a back up from the cloud. So, needless to say I'm REALLY pissed off and nervous about my data being out there with this random effing phone...will definitely be changing up some passwords."," November 11, 2019",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AG5U5YFLJHXG52HJI65PKGR3IYLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,6,0,0,19397028
153,"I bought this phone for my daughter.  BuySpry claimed this to be an ATT phone.My daughter traveled with phone to Australia for a semester abroad and tried to buy a sim card to use while there.  Called ATT to unlock the phone however soon discovered that while this phone will work in the US on ATT network, it is NOT an ATT Phone...it is a KDDI (Japan) phone which is LOCKED by KDDI.I contacted ATT to unlock the phone, and they were unable.  Called and emailed KDDI in Japan to unlock the phone, and they said I needed to physically bring the phone into them at KDDI in Tokyo...yeah sure, I'll get the next flight from California and take care of that.Contacted BUYSPRY to get a return which they gladly offered in August 2019.  I explained to them that the phone was PHYSICALLY OUT OF THE COUNTRY until January 2020 and they extended my return period to this time...Well, now  I've returned the phone to them per our agreement and they are refusing to honor my return.TOTALLY SHADY OUTFIT.  Called them and their phone system does not allow a message.  When sending an email, I get the SAME GENERIC RESPONSE that they are not honoring the return.Absolutely terrible customer service and added insult by BEING LIED TO and NOT HONORING A RETURN THAT THEY HAD PREVIOUSLY AGREED TO.NOT HAPPY!  THESE GUYS SUCK!"," January 30, 2020",J C.,https://www.amazon.com/gp/profile/amzn1.account.AGAIUPZ37CUPQ5PVSBNAM4F7W7QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,4,0,0,26565773
154,"Horrible product and horrible customer service! I went through two of these pieces of junk and now I'm out $240 because the printed label didnt have a correct tracking number when I returned THE SECOND ONE because they had so many issues! I bought the first one and it had a serious microphone issue so I returned that one and got a replacement one. Then that one had a software issue that couldn't be fixed and I had to return it too, swearing off this seller and their shoddy product. Turns out it wasn't over because even though I printed the label and sent it on it's way, it has disappeared and the number given is not a tracking number. I emailed the seller and they want the tracking number that isnt a real one. I called UPS and checked. There is no correct tracking number. Tried to talk to amazon about it and they give me the run around and sent me back to the seller! I've been swindled out of $240 by some guy named Jesus Andrade in TX after spending weeks of pulling my hair out trying to get these phones to work. Pieces of junk and an even crappier seller. Should be banned from Amazon. SAVE YOUR MONEY AND SANITY AND DONT BUY FROM THEM."," July 27, 2020",Ashley P.,https://www.amazon.com/gp/profile/amzn1.account.AFYJ7A22PGNIBWQ7BIX5I5U7X55A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,54,18,0,0,5460336
155,These folks are selling phones that have broad recall due to a bad mother board. According to apple models A1660 should not have been resold when apple pulled them from the shelf. 2 weeks after the 90 return policy (of course) my son's phone began exhibiting the classic issues directly related to the recall. When inquiring/appealing with the seller they told us there was nothing they could/would do and suggested we take it to a local repair store. Super discouraging. My 12 year old son worked really hard this summer mowing lawns to purchase this POC. It's a tough lesson to learn that some people/businesses operate this way.," December 16, 2019",Justin H.,https://www.amazon.com/gp/profile/amzn1.account.AHX4GWWHV6FMJ3DVXKIJ46YZC37A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3,1,0,0,63277988
156,"It came in the mail, one day late, I might add. I got it, completely content with my purchase. It looked completely new, no imperfections whatsoever. I set it up, unwrapped everything that came with it and was seeing the different features. As I opened the camera, the front view was perfectly fine, nothing wrong and then I turned the camera to take a picture of the wall to see quality and so forth and it couldn't focus, it was shaking uncontrollably. It was frustrating because my old phone had broken and I needed a new phone ASAP. I thought, buying this phone that I'd have a phone after 2 days but NOPE, I ended up returning that and bought another one from the same company...I'm hoping that I get lucky with this new one coming but if not, I will be very disappointed in this seller (...well more that i already am)"," May 5, 2019",Mary Price,https://www.amazon.com/gp/profile/amzn1.account.AHWOZXN234BHADTNSWQKOGDHK6MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,6,0,0,11753727
157,I love the IPhone 7 with plenty of storage so don’t have to worry if I have enough space to install updates. The home button takes time to figure out how to close programs that are open but finally figured the trick to it. Battery is only at 85% but still very functional.also love the transcription details of voice mail. Helps when person talks rapidly and trying to figure out what they were saying.," March 31, 2019",Donnarae S.,https://www.amazon.com/gp/profile/amzn1.account.AF65RM4QY6HTG5WXOJJRYDYLPG2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,29,0,0,2560172
158,I love this phone.  It is perfect for my son!  It was unlocked and I was able to use it for my Safelink Tracfone account.  I had no issues with activating. I just had to call my provider to activate because I was not sure who it was unlocked from.  My provider was able to tell me that it was an Verizon phone but was unlocked and it simply had to be changed over to AT&T since that’s the Sim card that I picked.  It took nearly 5 to 10 minutes for them to do so.  The phone itself came with a tempered glass already on it so I was pleased to see that.  The sound quality and picture seems to be excellent and I am very pleased. There are no visible scratches dents or defaults. This phone looks like it is brand new! This seems to be an excellent product for a very excellent price.," August 3, 2020",Kwash79,https://www.amazon.com/gp/profile/amzn1.account.AG56BYG76SUSB4QUWTDU6ZIOHLHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,13,49,0,0,77640874
159,"Phone arrived in prestine condition, with a new charger to boot; HOWEVER it is defective. My phone doesn’t pick up signal from any SIM card that is inserted. It is a known issue for iPhone 7’s that start with Serial # A1660. My iPhone starts with that serial number and because I’m not the original purchaser Apple is charging me $300 to fix the issue. Fix this."," November 22, 2018",isaac villagrana,https://www.amazon.com/gp/profile/amzn1.account.AFLPOAQQ2CCJ3ZZOWYAE2ZIKU2VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,9,12,0,0,7913030
160,I love this product. I was a little scared because I ordered this and then started reading a lot of the reviews and saw a lot of bad ones. But I’ve had this phone for 4 days and it’s worked perfectly fine. The only issue I can see think of is he battery life is not the greatest but honestly that’s expected of a used phone and it’s only $50 to get a new one at the Apple store so once I do that this phone will seem pretty much new. There was some pretty noticeable scratches on the back but they are not huge and barely noticeable and once you have a case on it’s not a big deal. Overall this is a huge upgrade from my last phone it’s fast and bright and works perfectly fine," April 10, 2020",Sophia,https://www.amazon.com/gp/profile/amzn1.account.AHDBQTMJA7GMLJPAX55RYF7RJ6EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,1,0,0,63277988
161,"The phone worked just fine for the first 6 days of me having it. After that I started to experience my phone saying “ no service” and “searching” for long periods of time. So I went to AT&T and they looked up the problem. It’s a bad phone, the sim reader is out turns out it’s been sold to 3 other people and yet they keep selling it again."," June 12, 2018",DezRhiannah King,https://www.amazon.com/gp/profile/amzn1.account.AH2T2XE26JR67AXWZLZ7KFQN556Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,3,0,0,8982224
162,"Ordered the phone for my sisters birthday, was very excited, the phone didn't come in an original box and did not have earphones, nor the original charger. Purchased a Total wireless SIM card for it, and appeared to be impossible to connect to Total Wireless because the phone was still under Verizon. Tried to contact the seller several times, but the seller hasn't responded. VERY DISAPPOINTED!"," May 30, 2019",Hanna,https://www.amazon.com/gp/profile/amzn1.account.AGEC6N6QHNLAUYWOGDV52B4E2SFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,17,0,1,3981101
163,"I am an AT&T customer, so I bought an AT&T phone, thinking when I want to get it unlocked, I will just ask AT&T.Here is where the problem begins, after contacting the customer service, AT&T told me that they are unable to unlock my phone because the previous owner still owes money on this phone. Unless the previous owner pays it off, this phone will be forever locked to AT&T.The phone itself is fine and IMEI is clean. It looks like new works like new. The battery had problems a few months ago, the phone just shut off when there is still plenty of battery. But that only happened twice."," May 3, 2019",Jennywu,https://www.amazon.com/gp/profile/amzn1.account.AHO74LA7BRUUO5TO4X7I4JQCGXUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3,1,0,0,63277988
164,"First of all, activating this phone has been a long arduous process but is not the fault of the seller!I lost my cell phone, so I didn't have a sim card to transfer.  I bought this phone along with the sim card from Amazon.  I then took the phone to my verizon provider (not an actual verizon store) with the sim card inside.  I told them I needed the card activated.  They told me the phone is NOT a verizon phone and they could  not activate it.  When I got home I noted at the top that it said verizon and had full bars plus internet.  After calling verizon they reiterated that it was not a verizon phone by the IMEI number.  I proceeded to put in a complaint to the seller, who promptly called me.  He told me that the sim card has to be activated and the phone will work and promised to make good on my purchase.  He told me to call verizon again and ask to have the sim card activated and to call him back with my results.  VIOLA....a very helpful agent at verizon activated the card and the phone immediately was activated!  So....if your verizon carrier says your phone won't work, they may be wrong!  I am very happy with the phone and the service provided by the seller."," July 15, 2020",Vickie,https://www.amazon.com/gp/profile/amzn1.account.AF7VMQ4ZNHZ5CXEDO56ZDGIMDABQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,14,0,0,6646975
165,"First phone I was sent was scratched, replacement only lasted 2 months with minimal use... DO NOT BUY FROM THIS SELLER if you want to get your money's worth. I cant begin to say how disappointed I am in the quality of this purchase... #feelingscammed #wasteofmoney UPDATE: Turns out the seller is selling Non-USA iPhones which cannot update their iOS which makes them unusable - phone not activate without this update - hence it is a complete waste of money."," November 24, 2019",Stefanie88,https://www.amazon.com/gp/profile/amzn1.account.AHNODD7VDDYPLR27ZG3W2DPIY4EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,67,70,0,0,724586
166,"This phone had a few issues right from the start, and I definitely should have returned it then. It worked okay for the first 3 months or so (long enough to be out of warranty) until it completely stopped being able to connect to the cellular network. It also kept returning errors daily that the software update failed. I did some research and found that it was a known issue with a particular model of iPhone, and that Apple would fix it for free. I wanted to wait until the Apple store was open again to take it in (closed for the Pandemic) but right when it was about to open again, rioting and looting closed it down indefinitely. So, I recently contacted Apple tech support and they said I could mail it in and they would repair it for me at no charge. Then a couple days after mailing it in I got a message back that my phone was ineligible for repair because it ""shows signs of misuse or unauthorized modifications"". So, basically I feel like I was scammed out of $200 for a phone that only worked for about 3 months. Definitely would not recommend, I hope no one else makes the same mistake I did."," September 4, 2020",Kelli G-J,https://www.amazon.com/gp/profile/amzn1.account.AGMO6MLDGCQ7H5TZPSQRD5OUIW4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1,2,0,0,27791904
167,"An iPhone battery that falls under 80% is best to be replaced through an authorized Apple location! This device along with many others sold that are “refurbished” come with a battery that’s less than 70%. Mine was at about 65%, if it was my primary device I would be livid! I needed a phone when my iPhone X stopped working and I would much rather have spent an extra $250 more for something newer. You can’t use this phone for anything without it needing to stay on the charger. Everything else works normally. As it states expect cosmetic damage. Nothing that has impact on functionality though. Ask for the battery capacity before you buy it. Anything over 75% should last at least 8 months/year before needing a battery replacement. Anything under will be an immediate  issue."," June 20, 2020",V,https://www.amazon.com/gp/profile/amzn1.account.AH7I4WJQCCFE3WTPAW2SZDCBE4IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,41,39,0,0,2914630
168,"""Inspected and guaranteed to have minimal cosmetic damage, which is not noticeable when the device is held at arms length.""BS!!  This phone is in horrendous condition. I didn't bother trying to charge it so I don't know if it will power on. It is so scratched up that it's useless anyway. There is the typical screen protection film on it so, at first, I could only see ow dinged up the back was. That was really disappointing by itself. Then I remove the film and, OMG, the screen was a mess. You can very easily see the damage at way more than arm's length. The phone is going back and I will also leave feedback for the vendor, Blue Beat Digital CR. Thanks to Amazon for their painless return policy."," March 6, 2020",MJC,https://www.amazon.com/gp/profile/amzn1.account.AFPCNP7YHTBH3VTWERLJYHMMEKPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,324,75,0,0,4127046
169,"Spartan Technologies was the seller for the iPhone 7 (126GB, gold, fully unlocked) that I bought, and Paulena with the company was stellar in troubleshooting the delivery snafu of the product becoming lost (or waylaid or who knows what) in the US Postal Service system.  After a week-long delay, the phone arrived, and what a beauty it is.  It's as if it were brand new, the outside and screen pristine and intact.  No problems at all setting it up, battery charges to 100%, and the charger works perfectly.  I couldn't be more pleased (having feared the worst because of other reviewers' bad experiences with refurbished phones) -- a happy ending to the delivery mishap.  I'm grateful to Spartan Technologies -- for both its customer service (thank you, Paulena!) and for the quality of the product.  Thus, my 5-star rating."," October 30, 2019",E. Joe,https://www.amazon.com/gp/profile/amzn1.account.AHILMDPHCWQFR66X24CUBEV7SCTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,19,28,0,0,2606298
170,"The phone came in much better quality than I thought it would. They got the color and storage right, and it was incredibly easy to transfer data from one phone to another, just like buying from Apple. The differences are that the charger and adapter are off brand and don't really work (easy fix: just buy another from absolutely anywhere), the screen came with a few 'scratches' (not deep or anything, just apparent marks when you look at it), some dead pixels in the middle of the screen and one ACTUAL scratch that makes me more nervous about the screen cracking. It doesn't come with a screen wipe or anything, but you can also get those easily. In the package is a little SIM card pick, which is especially helpful and something lots of people forget to throw in (Apple doesn't even send one). Overall, the phone is nice where it matters, but has small issues one can't help but notice."," June 17, 2020",product buyer,https://www.amazon.com/gp/profile/amzn1.account.AFMPKEXVEWSS2JSJCO7B7IWILWPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,22,0,0,8581213
171,After ordering it and then reading some of the reviews I was somewhat scared I had made a horrible mistake... the entire time I waited for it to come I was terrified I had done wrong by ordering it...HOWEVER I have received it with a charger and am 100% fully satisfied!! Mine works great looks brand new!! I am completely satisfied and happy I ordered it!! Thank you! Only thing that could use an upgrade is the package..phone is not protected very well but again I can’t complain!! I love it!!," April 5, 2020",Michael Pergram,https://www.amazon.com/gp/profile/amzn1.account.AGAWBGHGLXAFOK6RJG4WATRSPJJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,40,0,0,63277988
172,"En general el producto se ve bien y funciona bien, sin embargo en días recientes me he encontrado problemas con el equipo, a veces el micrófono no funciona bien en las llamadas por qué no se escucha nada en absoluto y eso estando al aire libre, a la par me he encontrado problemas con el botón de inicio y ni funciona de manera correcta, a veces parece reaccionar y a veces no (en ocasiones cuando el equipo se calienta un poco deja de funcionar correctamente) y aleatoria-mente. El producto se encuentra bien por fuera pero internamente son esos 2 inconvenientes que he tenido, a la par he intentado contactar al soporte que me vendió el teléfono pero no obtuve respuesta ni solución por el cuál devuelvo el producto, me hubiera gustado al menos y poder hacer un cambio por otro pero prefiero la devolución."," July 1, 2019",Roger Wu,https://www.amazon.com/gp/profile/amzn1.account.AHICFSOWNPCGNU3NL74NTK7BJFQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,1,0,0,15754465
173,HORRIBLE. Couldn’t activate the phone because after troubleshooting with T-Mobile I found out the device had balance on it so it couldn’t be activated. How does Amazon allow locked phones with a balance to be sold?UPDATE: got a second phone.  This one doesn't work either.  This one is unlocked but it will not connect to WiFi and will not complete set up process easilyUPDATE 2: finally got the second phone activated by connecting it to my MacBook but the phone mic and speaker didn’t work so couldn’t make or receive phone calls," November 20, 2019",Jared,https://www.amazon.com/gp/profile/amzn1.account.AE4QWBQSHKWFKD2EKAEG5MPQ7I2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,21,0,0,13630986
174,So far I loved this phone when I read the reviews I was very septic on it because it said that the phone don’t work with Verizon but it dose perfectly fine I have loved this phone so much it has a amazing camera on it and + it works like brand new couldn’t ask for anything better," October 3, 2017",rosadipaola,https://www.amazon.com/gp/profile/amzn1.account.AHNRQJGWOF52XABJDRKRWW3QOVVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,10,24,0,0,6155262
175,"So this iPhone 7 was purchased a replacement for my son. It works just as expected and even came with a screen protector already attached. Everything seems to be good working order.Given it's a ""renewed"" phone I wasn't surprised that the battery capacity in the Battery Health section of the Setting app showed it has 82% of its original capacity. That said, if I replace it at the Apple Store for $40, it will almost be like new!Not bad for $200.."," August 11, 2019",Jeffrey I Butler,https://www.amazon.com/gp/profile/amzn1.account.AEEPUNEOYAF3UA45YEOP4JP2RVSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3,1,0,0,13582173
176,"No! Despite 2 session with Verizon and 2 with Apple consultant, and repeated attempts to get an appointment at the Apple Store I Ended up spending a week trying to get this phone, that looked great and was advertised  as being suitable for Verizon, to work. Finally mailed the phone to Apple and got the phone back 6days later with a note saying that I needed to take it to an Apple Store, no explanation. Another week to get appointment. 2 hours at Apple store, they said phone was corrupted. In frustration ended up buying new Phone that day. Have bought other rebuilt phones that worked fine, for years. Lots of hassle and time. No cell phone for 2/12 weeks. $424 extra dollars. Not so great"," September 22, 2020",marsha d fine,https://www.amazon.com/gp/profile/amzn1.account.AGJ5ATTYJOEPM5WEPZFBOR2NKF6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,7,37,0,0,77062575
177,"this item was 115 days from purchase when it began shutting off and unable to connect to cell provider, many calls to their support team and reloading, wiping, updating to iOS13 and then updating to iO#13.1, tried every single technique from removing sim to complete wipe and still only connects to for one to two minutes before entering a searching for signal loop -BEWARE- not all refurbished are in for just a battery replacement or scratched up screen"," September 26, 2019",davidb,https://www.amazon.com/gp/profile/amzn1.account.AFMMFHFDMYAVUG2IBEBEGIYIK5QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,15,52,0,2,2295168
178,"I bought this phone on 5/11/20. Today it is 9/24/20. The battery was never great but I could live with it. For the last month it has been getting worse and worse and of course I'm out of the 90 day warranty period. At first I thought maybe an update would fix it. NOPE. Maybe background apps are sucking my battery? Nope. hotspot usage? bluetooth? No. The battery just sucks. It gets down to about 30% and it dies. It dies suddenly and without apparent cause. Something happens around 30% to make it drain quickly to 0. It doesn't even warn me that the power is low. When I bought the iphone, the Max Capacity was 84%. Now it's 56%. gr."," September 24, 2020",saralee,https://www.amazon.com/gp/profile/amzn1.account.AGON3XO2X6NLJBWQKKL3AU7P57KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,54,98,0,0,4371486
179,I ordered this phone on Wednesday for my 10 yr old son as a gift. I received it on Friday. It did not work. I spent an hour on the phone with ATT customer service trying to troubleshoot it with no success. They advise me to take it to the ATT store which i did all in the same day of receiving it. They provided me with a new prepaid chip and it STILL did not work. So I am returning this phone today via FedEx. Extremely disappointed and so was my son.," May 11, 2020",Mz_Brownie,https://www.amazon.com/gp/profile/amzn1.account.AHHMQ4ZBO675262ITTPBAKSKHWOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,8,0,1,7093077
180,"iPhone did not work. It kept saying No Service. Never experienced that before, so we went to apple. Apple said the phone is damaged and unable to be fixed. If I give them $319 they would replace the phone. I was to upset. I gave to my son for his 15th birthday, it never worked. Thankfully Amazon did give me my money back. This is my first time buying from this seller so I’m not sure if this normal. Facts, I bought a defective phone. Seller may or may not have known. It’s alot of money to lose though so I’d suggest you think twice before purchasing. Been with Amazon over 10 years first time u ever had a problem."," August 17, 2019",Nina Phillips,https://www.amazon.com/gp/profile/amzn1.account.AFZWYGXRHKX6IJTLIODND3SQSTMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3,4,0,0,14626541
181,"I had purchased a fully unlocked iPhone 7 as a Christmas gift for a friend.  I added him to my MetroPCS account.  He has had it for approximately three months now.  The issues started early February 2020 where he could no longer add apps, then the battery started losing charge and now he cannot use the phone at all because is shows on the screen Locked SIM.  After contacting MetroPCS they said I need to contact Apple which was a nightmare.  I’m not sure if others have had the same issue with this Amazon approved vendor before, but I will not order from them again.  If there are others who have had a similar experience to let Mr. Bezos know of their situation and urge him to eliminate the supplier."," March 23, 2020",Mark Haddix,https://www.amazon.com/gp/profile/amzn1.account.AFI3P6YUPWUZCQVNO5GEOKQLBOPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,1,0,0,63277988
182,"I ordered an iPhone 7 for my mom as a quick replacement for her older iPhone that was no longer holding a charge. After emailing the seller about the shipping delays, the phone finally arrived. Upon inspection of the phone the first thing I noticed was a long scratch on the back of the phone. Not a big deal, it’s refurbished. The SIM card tray jutted out a bit and after looking online at images of iPhone 7’s, I figured out this wasn’t apart of the design, red flag but it didn’t affect the performance of the iPhone from what I could tell. The phone needed to be updated, once again no big deal. But for someone who wants a phone that’s ready to use, the update time might be an issue.Now I will get to my 2 star rating. As I’m setting up the phone for my mother, I noticed it was running really hot on the back upper part of the phone, opposite the camera. A software update and transferring data could cause this so I set the phone to the side to cool off a bit when I was done. Two days later and the phone barely keeps a charge. This problem with the old phone was the reason I bought this iPhone 7. Needless to say I will be returning this product. It could just be a defective one out of the bunch."," June 10, 2020",Kristen N.,https://www.amazon.com/gp/profile/amzn1.account.AGEHP2UP4ZJNI76SBFYKHHZJJ5CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,31,11,0,0,2127299
183,Received this phone with 61% battery capacity life. The first day I received this phone it had trouble connecting to my chargers. I even bought a brand new Apple charger and wall plug to see if that was the problem. Not even within a month of owning the phone it stopped connecting and charging completely and died on me. It would die on me even at 20% and would be so laggy. It would come on and off and did not give me enough time to delete any of my info from the phone to return it. The seller told me to return the phone and give them my passwords?! I am so disappointed. They also made me go out of my way to buy a battery and they reimbursed me but they sent it to my CREDIT CARD?? When I bought the battery with my DEBIT. Not credit card... Amazon won’t help me with any of this either. I don’t have access to a computer to delete through the iCloud either. I don’t understand why they can’t just refund me my money. It’s not fair to me to give them my passcode for them to have access to all of my private and personal information.," August 4, 2020",Kimberly,https://www.amazon.com/gp/profile/amzn1.account.AFFGBYDSJ5SCTTFBXA4CIULEZLUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1,1,0,0,63277988
184,"I’m very picky with my phone cases which means I keep buying them until I find one that’s jut right. This phone case has everything I’m looking for. It’s not to bulky and has a slim fit. It’s enclosed and has a built in screen protector. The front plastic trim doesn’t cover top and bottom front of the Like some cases making the screen “appear” smaller.The rubber is stiff and durable and not like those cheap ones the stretch out over time.One reviewer stated they had to keep taking it apart to get the moister out. Well this is NOT a waterproof case and if it was it would be heavier and bulkier. I’m wondering how that much moister is getting in ther in the 1st place. Are you bathing with it? Tip: instead of drenching the phone with cleaning solution then wiping it up, try spraying the cleaning solution on the rag itself (just enough to coat it) then use that to clean the screen.Another reviewer stated the back falls off. If you don’t snap it in correctly this will happen. Solution: go to an arts and crafts store or fabric store and ask for some double sided hem tape. It’s very thin and extremely strong. It will keep that back on if it’s a defect."," September 25, 2020",Lauren Vines,https://www.amazon.com/gp/profile/amzn1.account.AESP33GW2XEA22GA32JBAQZUQSBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,14,9,0,0,44677552
